booking_id,game_id,employee_id,location_id,booking_date,num_players,total_cost,tip_received
365,76,24,2,2021-06-16,10,100,14.08476283733915
366,93,27,2,2022-10-12,9,90,14.958142237802887
367,34,38,1,2021-01-12,7,70,12.130260269742537
368,77,6,2,2021-03-25,7,70,11.766955813547137
369,147,16,2,2022-11-06,11,110,11.0
370,137,17,2,2021-06-27,10,100,15.20054179319025
371,94,33,2,2022-11-20,9,90,18.0
372,66,35,1,2021-08-07,7,70,11.235690997107977
373,120,28,1,2021-02-18,9,90,10.825936848441662
374,17,9,2,2021-04-18,8,80,15.373878290588673
375,51,32,1,2021-04-03,9,90,9.434900611217127
376,56,23,2,2022-04-14,9,90,14.961501803632798
377,72,23,2,2021-02-08,7,70,7.0
378,113,29,1,2021-04-04,9,90,12.510783329237572
379,46,10,2,2021-07-05,9,90,12.794174378949132
380,127,7,1,2022-03-07,10,100,19.27717357321707
381,11,16,1,2021-11-15,8,80,9.500600421956259
382,121,21,2,2021-09-13,10,100,20.0
383,10,16,2,2022-03-23,8,80,16.0
384,133,22,2,2022-09-03,11,110,17.150801096362585
385,103,19,1,2021-08-13,10,100,10.0
386,69,32,2,2021-12-06,8,80,10.828306866626162
387,114,39,2,2022-07-17,9,90,11.290845444631895
388,112,32,2,2021-09-10,8,80,11.016941008507546
389,136,39,1,2021-04-18,9,90,14.020289291402337
390,137,6,1,2021-03-27,7,70,9.389004851138559
391,51,27,1,2022-01-23,9,90,14.879594201003233
392,7,11,1,2022-01-02,12,120,21.62693577013704
393,84,4,2,2021-07-10,10,100,18.172724325707406
394,69,38,2,2021-02-20,8,80,13.49693711935463
395,14,12,2,2021-11-09,8,80,14.451419980347572
396,52,16,2,2021-06-12,8,80,15.788834901870814
397,49,25,1,2022-03-07,7,70,11.879649485636804
398,53,33,1,2021-04-20,7,70,9.13578976005701
399,126,18,2,2021-06-05,9,90,14.265604446056445
400,64,7,2,2021-06-12,7,70,7.0
401,85,33,2,2022-07-21,10,100,20.0
402,68,9,1,2021-03-14,8,80,11.338738214251316
403,133,31,1,2021-01-03,10,100,11.273799632851
404,54,30,1,2022-02-26,7,70,11.903262699465735
405,6,9,2,2021-03-14,7,70,7.640897336795752
406,40,19,1,2022-10-26,9,90,15.950348152145454
407,141,36,1,2022-03-19,9,90,9.63686940895164
408,69,12,1,2021-03-08,8,80,8.0
409,129,36,1,2021-07-24,8,80,11.905127525382335
410,36,23,1,2022-02-14,9,90,12.044202665638545
411,114,18,2,2021-10-10,8,80,8.0
412,9,16,2,2022-02-05,7,70,7.0
413,136,13,1,2022-08-13,12,120,14.540255716039699
414,19,17,2,2021-12-11,9,90,15.764756437081282
415,60,8,1,2021-09-03,9,90,9.0
416,50,5,2,2022-10-15,9,90,14.699448625145656
417,42,16,1,2021-08-27,8,80,8.238901789467409
418,80,28,1,2022-08-05,6,60,11.209647196529954
419,61,1,1,2021-02-10,9,90,9.0
420,8,17,2,2021-11-16,7,70,14.0
421,108,7,2,2022-06-25,9,90,11.945127306077753
422,4,36,2,2021-04-09,9,90,16.901894564736185
423,148,10,1,2021-05-22,7,70,7.0
424,38,1,1,2022-02-20,9,90,14.638544441862305
425,8,29,2,2022-01-03,7,70,9.765842047453024
426,30,33,1,2022-05-28,8,80,13.517278899071064
427,43,24,2,2021-01-02,7,70,10.19473648017522
428,148,23,2,2022-06-16,7,70,7.0
429,27,2,2,2022-08-07,7,70,10.1438182601165
430,82,31,1,2022-09-19,8,80,16.0
431,28,21,2,2022-10-17,8,80,15.122240546860336
432,95,6,1,2022-03-27,6,60,6.0
433,128,21,1,2021-01-16,8,80,8.0
434,121,25,2,2022-01-19,9,90,13.975352944397851
435,26,6,1,2021-04-03,6,60,9.970107049419022
436,33,37,2,2022-09-22,7,70,7.47550065702907
437,64,5,1,2022-10-21,7,70,11.103854464570427
438,55,20,1,2022-08-15,7,70,13.399430722282522
439,75,10,2,2022-03-05,8,80,10.257173391658036
440,7,17,2,2022-08-21,10,100,19.80717163642683
441,53,3,2,2022-12-17,8,80,14.686493978241892
442,20,4,2,2022-03-12,10,100,17.133467409383286
443,9,19,1,2022-10-16,7,70,13.79219551039236
444,145,24,1,2022-05-22,8,80,11.677944336332208
445,113,20,1,2022-11-20,7,70,9.81733850841182
446,122,28,1,2021-12-09,9,90,16.319634807819767
447,26,39,2,2022-06-05,9,90,9.0
448,29,23,1,2021-06-23,9,90,15.322794072958983
449,140,8,2,2021-11-02,9,90,11.968167441264358
450,13,33,1,2021-05-01,8,80,10.363152416918098
451,51,16,1,2021-10-17,9,90,9.0
452,39,4,1,2021-07-19,8,80,8.22023913165408
453,39,34,2,2022-09-05,9,90,15.81414294370338
454,80,19,1,2021-03-18,7,70,12.129203079065645
455,76,32,1,2021-12-05,9,90,17.902157170188733
456,17,11,2,2021-02-03,8,80,8.0
457,113,11,2,2022-10-28,9,90,14.05809913464181
458,54,20,1,2021-08-05,7,70,12.950655497507546
459,86,27,1,2022-11-19,11,110,21.694201500671397
460,47,13,1,2021-06-13,9,90,13.953643755208178
461,28,27,2,2022-03-05,9,90,16.67481117520914
462,59,27,1,2021-05-06,7,70,14.0
463,84,37,1,2022-02-12,9,90,16.494620648290823
464,2,23,2,2022-11-25,8,80,12.221643143864773
465,147,3,1,2022-12-17,11,110,22.0
466,24,33,2,2021-11-06,9,90,16.43435798863049
467,117,21,1,2021-08-07,9,90,16.835418466247184
468,71,30,1,2021-10-15,7,70,7.0
469,142,18,1,2022-08-02,8,80,14.605040841025737
470,103,14,2,2022-11-19,9,90,18.0
471,54,31,2,2021-11-08,7,70,10.76422375905171
472,109,2,2,2022-07-10,9,90,14.345615209288878
473,2,30,1,2022-10-07,8,80,9.924033996832927
474,70,31,1,2021-07-02,8,80,10.94827875701292
475,30,16,2,2021-07-15,8,80,12.373789374306341
476,114,22,1,2021-01-13,6,60,12.0
477,17,6,2,2022-11-13,8,80,14.693553682468092
478,120,27,1,2021-08-28,9,90,11.933020013332719
479,139,5,1,2021-10-03,8,80,11.684331563080983
480,65,33,2,2021-01-08,9,90,11.958908284799154
481,108,31,2,2022-10-13,9,90,12.80964270856173
482,52,10,2,2022-02-15,9,90,17.02863068508183
483,111,38,1,2021-01-02,10,100,10.0
484,108,18,1,2021-11-03,9,90,18.0
485,109,20,1,2022-02-03,9,90,13.693103879419851
486,104,28,2,2022-04-21,9,90,17.42923036288305
487,11,13,2,2022-07-25,8,80,13.378291594478194
488,74,13,1,2021-12-01,8,80,13.77713511172414
489,121,13,1,2021-09-23,8,80,8.0
490,126,28,2,2022-05-08,9,90,9.0
491,68,6,1,2021-06-11,8,80,8.09100887903055
492,20,11,2,2021-09-26,6,60,7.1839062816983965
493,105,9,2,2022-03-06,10,100,17.436810706412174
494,88,17,1,2021-05-10,7,70,12.703130332237839
495,101,21,1,2022-05-08,8,80,14.388186312568891
496,1,15,2,2021-07-03,9,90,18.0
497,106,27,2,2021-05-02,9,90,14.945761080665196
498,87,13,2,2021-03-20,8,80,11.189138629390126
499,45,20,2,2021-10-05,11,110,18.790925432007604
500,136,36,2,2022-11-12,12,120,13.479320846496396
501,94,13,2,2022-08-13,8,80,12.568042525527655
502,79,26,2,2022-04-17,9,90,13.56598765987628
503,88,35,2,2021-03-16,8,80,12.530569806729355
504,41,20,2,2021-03-27,8,80,10.634676219224719
505,137,35,1,2021-10-19,7,70,11.342399024406888
506,134,8,1,2022-07-14,11,110,12.163219106696763
507,141,38,2,2022-01-03,11,110,15.149144630523296
508,14,5,1,2021-05-22,8,80,13.350766050422683
509,82,22,1,2022-02-20,9,90,11.061379228211539
510,69,11,1,2021-06-23,8,80,8.0
511,143,3,2,2021-04-14,7,70,10.784795050586782
512,54,32,2,2022-08-05,7,70,10.477909382104867
513,43,23,2,2022-03-27,7,70,14.0
514,35,17,2,2022-01-25,10,100,20.0
515,28,2,1,2022-06-20,9,90,12.93603252665179
516,32,3,1,2021-08-15,8,80,13.052967579141075
517,30,15,2,2021-12-18,8,80,8.0
518,52,4,1,2022-06-01,8,80,9.521577964599526
519,65,13,1,2022-03-04,9,90,9.966418190426287
520,2,28,1,2022-05-26,8,80,8.602210394194298
521,51,10,1,2021-07-25,9,90,11.044869143209707
522,149,38,1,2021-04-14,11,110,13.832439081642907
523,73,10,2,2021-12-24,8,80,14.28991291169089
524,28,2,1,2021-07-08,10,100,20.0
525,129,35,1,2022-04-23,7,70,10.272537142382173
526,70,14,2,2021-07-07,8,80,8.0
527,70,32,1,2022-10-25,8,80,11.597501285139002
528,118,6,2,2022-03-20,6,60,7.5093260000828765
529,32,30,1,2021-06-09,11,110,16.289444163683918
530,133,10,2,2022-08-20,9,90,11.13362031928526
531,105,39,2,2021-09-18,7,70,11.376353868495395
532,29,32,1,2021-04-10,10,100,20.0
533,33,9,1,2022-09-02,7,70,8.956084953671535
534,14,30,1,2021-10-28,8,80,16.0
535,94,13,1,2022-05-17,9,90,18.0
536,26,26,1,2021-09-11,7,70,11.487808527868742
537,18,3,2,2021-01-23,8,80,12.48322173960981
538,131,27,1,2022-04-09,9,90,14.726223369475782
539,19,15,2,2021-06-09,7,70,14.0
540,23,29,1,2022-10-22,8,80,8.750800060436806
