customer_id,name,age,sum_cost
265,Customer 265,23,190.2336778154565
266,Customer 266,25,169.00093815823024
267,Customer 267,24,230.2949991689891
268,Customer 268,20,178.93021087455892
269,Customer 269,25,249.1527305689435
270,Customer 270,21,248.1247410004673
271,Customer 271,18,163.60472416296494
272,Customer 272,17,368.93346039862803
273,Customer 273,23,291.64568486883735
274,Customer 274,23,146.34580220316008
275,Customer 275,24,180.06556973940212
276,Customer 276,30,123.25758933692549
277,Customer 277,21,196.4095593903259
278,Customer 278,26,195.93509636813874
279,Customer 279,26,228.6537030210592
280,Customer 280,27,163.58809930586685
281,Customer 281,23,249.64999482762818
282,Customer 282,19,158.46765981933945
283,Customer 283,20,257.96203122067635
284,Customer 284,25,208.17440569525638
285,Customer 285,24,247.08063919714192
286,Customer 286,26,188.82397459810014
287,Customer 287,29,200.65946305897867
288,Customer 288,29,287.79687101360116
289,Customer 289,23,269.24244280143034
290,Customer 290,20,99.0821888348296
291,Customer 291,16,236.14493275380582
292,Customer 292,23,312.95047598995916
293,Customer 293,29,181.8020577631519
294,Customer 294,24,268.1050898216655
295,Customer 295,19,130.65293914271874
296,Customer 296,22,183.13938948385913
297,Customer 297,22,277.60143931226685
298,Customer 298,25,215.02979594103195
299,Customer 299,18,346.60049119073176
300,Customer 300,26,182.27901403141232
301,Customer 301,24,205.87950914110115
302,Customer 302,18,201.859608786214
303,Customer 303,22,258.7201044160817
304,Customer 304,19,305.12470521597874
305,Customer 305,22,170.5505971967983
306,Customer 306,20,286.12978811400455
307,Customer 307,32,175.44499077245973
308,Customer 308,19,235.58584595627013
309,Customer 309,23,143.50486569852694
310,Customer 310,25,218.66536209743643
311,Customer 311,26,198.28230026237233
312,Customer 312,22,112.40144883412212
313,Customer 313,30,281.7480572475104
314,Customer 314,26,103.82620497419694
315,Customer 315,20,169.7689988957038
316,Customer 316,22,205.96034448319034
317,Customer 317,27,242.06769235253444
318,Customer 318,21,219.14241142973734
319,Customer 319,30,346.25295922515687
320,Customer 320,25,191.9508896796478
321,Customer 321,24,179.8958983289183
322,Customer 322,22,243.0507024748066
323,Customer 323,27,228.72376015291434
324,Customer 324,17,153.45324255044122
325,Customer 325,20,170.10763383634045
326,Customer 326,21,227.31742934864405
327,Customer 327,23,157.27905091316077
328,Customer 328,23,169.05685347185238
329,Customer 329,21,235.50396904540065
330,Customer 330,26,157.78931334091007
331,Customer 331,23,182.32751615905207
332,Customer 332,17,145.69493424408728
333,Customer 333,17,152.90435581292752
334,Customer 334,26,326.05153128836656
335,Customer 335,24,133.13638180448356
336,Customer 336,15,345.17597977675814
337,Customer 337,25,180.4317853587092
338,Customer 338,26,235.16817178650993
339,Customer 339,20,212.13477964973796
340,Customer 340,21,253.2322225893012
341,Customer 341,24,204.83243592328938
342,Customer 342,24,295.89279335896026
343,Customer 343,23,190.38673996250645
344,Customer 344,20,128.72310927060568
345,Customer 345,29,159.7494914518692
346,Customer 346,25,155.53504089431783
347,Customer 347,25,156.2963424823496
348,Customer 348,18,256.04140171816834
349,Customer 349,25,255.3790168278098
350,Customer 350,18,235.50350778571462
351,Customer 351,20,193.17322058844786
352,Customer 352,26,181.15165040839952
353,Customer 353,24,196.11581675415798
354,Customer 354,22,288.06178093823155
355,Customer 355,19,245.69333396643893
356,Customer 356,28,440.3324143703292
357,Customer 357,31,156.22240069273053
358,Customer 358,20,191.2287148284501
359,Customer 359,20,161.61742099898953
360,Customer 360,21,198.0182792538241
361,Customer 361,27,148.89205179669082
362,Customer 362,30,149.00655226886886
363,Customer 363,16,178.68088289198542
364,Customer 364,24,217.59958769962955
365,Customer 365,24,129.93710485549127
366,Customer 366,20,163.5604561198971
367,Customer 367,29,162.11176212513436
368,Customer 368,22,73.34548931671816
369,Customer 369,18,276.0892067961907
370,Customer 370,26,141.8826956460003
371,Customer 371,28,235.49252932131182
372,Customer 372,25,210.3598439272671
373,Customer 373,30,197.89115050160936
374,Customer 374,23,248.2563942827431
375,Customer 375,19,302.65109291106666
376,Customer 376,26,201.76699885215533
377,Customer 377,26,240.73683349885906
378,Customer 378,18,201.3065642979971
379,Customer 379,22,240.01522904308925
380,Customer 380,22,171.53150716563906
381,Customer 381,26,159.86530722180925
382,Customer 382,23,229.25418023823073
383,Customer 383,21,145.29241775557418
384,Customer 384,24,297.24430319761785
385,Customer 385,30,97.62120355400941
386,Customer 386,28,188.69821632975498
387,Customer 387,17,230.2729391087828
388,Customer 388,21,248.3151645210783
389,Customer 389,19,329.47420315316606
390,Customer 390,22,251.97832382726514
391,Customer 391,19,118.24145545536304
392,Customer 392,28,138.35013826105413
393,Customer 393,27,183.52382918341556
394,Customer 394,21,171.29517256548672
395,Customer 395,23,247.79238610416556
396,Customer 396,30,111.42114625729842
397,Customer 397,23,257.67148703336045
398,Customer 398,27,190.53102589384378
399,Customer 399,25,175.7376920695766
400,Customer 400,26,148.5588096602672
401,Customer 401,21,137.86286703823933
402,Customer 402,29,254.7601009262118
403,Customer 403,21,217.6214862317115
404,Customer 404,25,292.08490031666565
405,Customer 405,24,267.6018998694447
406,Customer 406,18,200.98112909213285
407,Customer 407,28,176.61351169480528
408,Customer 408,22,112.56374447354132
409,Customer 409,24,272.3226287151359
410,Customer 410,21,236.419073554558
411,Customer 411,23,135.09648864109082
412,Customer 412,20,159.28534959370057
413,Customer 413,23,248.87387545177108
414,Customer 414,15,184.74011324936185
415,Customer 415,27,295.82550064858935
416,Customer 416,25,170.59108775315002
417,Customer 417,23,150.14885247913432
418,Customer 418,21,272.50679091830574
419,Customer 419,20,164.85518567157175
420,Customer 420,20,230.60013096246038
421,Customer 421,22,153.63776503286772
422,Customer 422,15,137.19166837637175
423,Customer 423,25,160.4546416254554
424,Customer 424,23,319.82767219729357
425,Customer 425,20,160.3447718466964
426,Customer 426,28,279.3928316398787
427,Customer 427,24,174.81675900117517
428,Customer 428,21,164.4318561572014
429,Customer 429,32,256.9901796404696
430,Customer 430,24,212.86352437898643
431,Customer 431,27,141.36940721372486
432,Customer 432,23,277.6625825802016
433,Customer 433,24,139.16286997372575
434,Customer 434,27,243.52310315587758
435,Customer 435,30,186.80072475952457
436,Customer 436,24,257.46988669420085
437,Customer 437,22,244.32997891648182
438,Customer 438,24,170.9056714728038
439,Customer 439,26,218.56055147415384
440,Customer 440,28,177.6185772399167
441,Customer 441,21,244.4370235002761
442,Customer 442,24,278.2671032450537
443,Customer 443,18,278.71854514760605
444,Customer 444,20,232.9729642926573
445,Customer 445,23,214.22726898108402
446,Customer 446,24,400.6635831852632
447,Customer 447,20,289.28915711625604
448,Customer 448,18,212.86544517530362
449,Customer 449,20,134.97508432504006
450,Customer 450,21,179.46785836978762
451,Customer 451,27,171.1307504025521
452,Customer 452,20,203.36655929144695
453,Customer 453,18,191.49312735586219
454,Customer 454,18,154.91432052582178
455,Customer 455,22,135.99918410713434
456,Customer 456,21,305.23803766137445
457,Customer 457,22,145.0947144869903
458,Customer 458,19,189.0798716962181
459,Customer 459,22,129.0545544358296
460,Customer 460,29,303.68553680072625
461,Customer 461,32,252.1002464886194
462,Customer 462,25,239.27022857382653
463,Customer 463,28,158.57985069317303
464,Customer 464,27,189.30558082728658
465,Customer 465,27,109.02500398309546
466,Customer 466,27,263.9577805427243
467,Customer 467,26,103.59256016323486
468,Customer 468,18,267.38334072876853
469,Customer 469,21,160.1218610385391
470,Customer 470,27,148.03719029846707
471,Customer 471,18,289.12803020311753
472,Customer 472,29,222.96561671604218
473,Customer 473,19,186.4294301941522
474,Customer 474,23,291.5057199510657
475,Customer 475,24,234.7950580714822
476,Customer 476,23,302.14661092311957
477,Customer 477,21,190.44435131683406
478,Customer 478,22,266.56010286365193
479,Customer 479,15,230.95774684642478
480,Customer 480,23,360.91343446155577
481,Customer 481,26,224.38892808052725
482,Customer 482,23,143.59474918713246
483,Customer 483,17,301.36146120277004
484,Customer 484,20,173.47537974332212
485,Customer 485,27,293.67183783192417
486,Customer 486,21,180.12790750883534
487,Customer 487,16,134.13096004919242
488,Customer 488,21,237.4280833508968
489,Customer 489,29,190.1899615424709
490,Customer 490,20,157.44950370084447
491,Customer 491,15,237.0386758543098
492,Customer 492,23,115.7991617119589
493,Customer 493,26,154.29555951045344
494,Customer 494,21,186.12516977644643
495,Customer 495,18,181.02607981008475
496,Customer 496,28,209.39068653411326
497,Customer 497,23,259.4580078109316
498,Customer 498,22,148.40215546133226
499,Customer 499,26,221.65267298001874
500,Customer 500,19,165.7201170429505
501,Customer 501,26,334.2772444018454
502,Customer 502,24,228.34008675906762
503,Customer 503,22,142.77718322898784
504,Customer 504,25,172.7003905332162
505,Customer 505,31,390.9657970496864
506,Customer 506,27,251.03098461416684
507,Customer 507,16,272.325928670712
508,Customer 508,27,158.73381862370474
509,Customer 509,25,153.7464869008446
510,Customer 510,24,171.37269557190274
511,Customer 511,17,70.32482931754421
512,Customer 512,19,266.3137314704161
513,Customer 513,24,132.62069359005358
514,Customer 514,18,299.0886137541111
515,Customer 515,26,356.1642968504254
516,Customer 516,25,298.46196160804806
517,Customer 517,24,245.78555993651747
518,Customer 518,23,193.7931408718182
519,Customer 519,22,275.87299920755163
520,Customer 520,22,290.28133876052425
521,Customer 521,19,241.29377949758614
522,Customer 522,21,227.8956339330804
523,Customer 523,21,167.1370653805801
524,Customer 524,22,245.85541729942344
525,Customer 525,25,223.04605875596326
526,Customer 526,25,91.40115333022541
527,Customer 527,31,222.51899268848825
528,Customer 528,22,247.85944390946568
529,Customer 529,25,172.6903192565375
530,Customer 530,26,257.16451549649105
531,Customer 531,32,265.00076211207556
532,Customer 532,19,111.65493803934233
533,Customer 533,21,205.02698507774357
534,Customer 534,25,191.27111407901577
535,Customer 535,27,220.40586750376417
536,Customer 536,17,244.86612996600394
537,Customer 537,20,179.84572228055384
538,Customer 538,23,185.15663288441624
539,Customer 539,20,178.45071906780927
540,Customer 540,18,248.83540825813043
541,Customer 541,18,157.36928650771
542,Customer 542,17,251.62689873948977
543,Customer 543,22,259.4374515491292
544,Customer 544,16,151.4190210237338
545,Customer 545,25,168.71190637410024
546,Customer 546,17,256.86052817647357
547,Customer 547,25,268.24494768689686
548,Customer 548,24,192.81084736276526
549,Customer 549,26,263.7413190793371
550,Customer 550,32,111.38103474776176
551,Customer 551,20,190.2639540187689
552,Customer 552,22,214.65178418791606
553,Customer 553,22,221.70456099381386
554,Customer 554,28,135.0597512865162
555,Customer 555,24,159.86466119651018
556,Customer 556,30,218.67491340043125
557,Customer 557,21,106.2363180189487
558,Customer 558,20,136.22220612889566
559,Customer 559,27,303.3878488268282
560,Customer 560,27,174.38383285225964
561,Customer 561,23,118.19886512725861
562,Customer 562,23,193.27880586109248
563,Customer 563,27,162.1783184009236
564,Customer 564,17,152.71827421846493
565,Customer 565,20,254.51660780824608
566,Customer 566,20,118.35622800485689
567,Customer 567,30,163.33485991149954
568,Customer 568,20,264.9992919638235
569,Customer 569,24,383.23218226842835
570,Customer 570,29,211.06214544413118
571,Customer 571,29,163.51320078078837
572,Customer 572,28,169.32998203790126
573,Customer 573,27,146.02889297668762
574,Customer 574,27,160.1019165033416
575,Customer 575,19,152.64202630733698
576,Customer 576,22,201.03045308079987
577,Customer 577,21,317.5713357967283
578,Customer 578,23,288.04983719093167
579,Customer 579,19,205.84876867580869
580,Customer 580,21,143.7537668292024
581,Customer 581,21,322.47971546100433
582,Customer 582,18,147.0999021584251
583,Customer 583,24,142.59702550053004
584,Customer 584,15,193.6590729598474
585,Customer 585,27,167.65022365430863
586,Customer 586,26,112.23625603148005
587,Customer 587,21,180.40875759889846
588,Customer 588,28,153.42962070998865
589,Customer 589,23,273.34388963883606
590,Customer 590,29,100.0541401323036
591,Customer 591,27,278.9343822727468
592,Customer 592,26,123.56587524808097
593,Customer 593,23,314.2939308075062
594,Customer 594,19,269.0768147482928
595,Customer 595,32,153.15479478707388
596,Customer 596,19,182.44476200170175
597,Customer 597,16,412.93123593604747
598,Customer 598,23,150.87044715989754
599,Customer 599,23,227.64671116083076
600,Customer 600,23,276.46224535587316
601,Customer 601,25,255.14860531877872
602,Customer 602,24,161.4223939850629
603,Customer 603,20,174.11207898931002
604,Customer 604,28,182.9267243144095
605,Customer 605,24,152.54813803446282
606,Customer 606,30,263.51366599173764
607,Customer 607,23,205.613673166079
608,Customer 608,24,241.33501371540777
609,Customer 609,24,330.9742995561966
610,Customer 610,21,243.7601874317739
611,Customer 611,27,140.366049541892
612,Customer 612,18,312.72636872153413
613,Customer 613,28,138.59199328446653
614,Customer 614,28,209.59188899445053
615,Customer 615,32,296.0333304317876
616,Customer 616,22,191.12412772430392
617,Customer 617,24,206.4594537505118
618,Customer 618,18,215.58492398068157
619,Customer 619,27,157.88975428611354
620,Customer 620,25,221.58339084748903
621,Customer 621,24,231.40861607557468
622,Customer 622,23,195.27198989443042
623,Customer 623,24,209.4837463186519
624,Customer 624,27,311.37088637465985
625,Customer 625,26,109.1618253089703
626,Customer 626,30,162.89526707641554
627,Customer 627,28,112.69293946664938
628,Customer 628,28,197.28202938006837
629,Customer 629,18,202.6068883761255
630,Customer 630,26,206.41134346075395
631,Customer 631,27,277.9332034151611
632,Customer 632,19,173.4724630018872
633,Customer 633,22,128.16924541811812
634,Customer 634,26,248.54630711924875
635,Customer 635,22,147.01592918444737
636,Customer 636,26,66.48610225793655
637,Customer 637,23,254.52890926729884
638,Customer 638,21,271.0464417987133
639,Customer 639,19,205.8601276117144
640,Customer 640,15,243.94935982965333
641,Customer 641,20,175.72585047003386
642,Customer 642,19,201.27756431564814
643,Customer 643,27,165.73817691053853
644,Customer 644,27,171.44700658273752
645,Customer 645,30,130.32483297243115
646,Customer 646,21,238.9142599352964
647,Customer 647,22,213.01177371944553
648,Customer 648,21,349.2421862576245
649,Customer 649,26,268.14194490881056
650,Customer 650,21,154.74848516160972
651,Customer 651,17,177.94184059212716
652,Customer 652,19,220.77179813664043
653,Customer 653,20,220.51753922049235
654,Customer 654,26,249.00749128182946
655,Customer 655,18,214.17836741131305
656,Customer 656,23,262.62508969216043
657,Customer 657,25,221.9727286149587
658,Customer 658,29,197.8704237084369
659,Customer 659,24,226.11905396964585
660,Customer 660,16,104.36046773843856
661,Customer 661,27,207.31894717196212
662,Customer 662,21,215.04499293315743
663,Customer 663,22,274.62223716146656
664,Customer 664,28,156.855899490923
665,Customer 665,25,242.22776303608993
666,Customer 666,24,119.0394917253135
667,Customer 667,28,176.28296213887958
668,Customer 668,19,262.2046769141975
669,Customer 669,28,258.01284326427805
670,Customer 670,18,163.42184405124772
671,Customer 671,25,155.05173236100114
672,Customer 672,26,171.58160179991265
673,Customer 673,24,260.467858348087
674,Customer 674,25,232.89914840033867
675,Customer 675,21,274.9890755969534
676,Customer 676,24,211.4166949120822
677,Customer 677,23,161.6460626519017
678,Customer 678,21,174.10934137504526
679,Customer 679,26,171.89415297105003
680,Customer 680,22,233.47378029319154
681,Customer 681,18,124.5203295030464
682,Customer 682,22,213.70386272805663
683,Customer 683,27,279.8489780264335
684,Customer 684,21,287.05781453792105
685,Customer 685,28,136.10033749491367
686,Customer 686,24,212.9531987863892
687,Customer 687,27,133.0810206140171
688,Customer 688,18,121.2940657645596
689,Customer 689,32,201.81871438211982
690,Customer 690,28,253.29962862584512
691,Customer 691,27,112.96143760523384
692,Customer 692,15,245.80488417195167
693,Customer 693,24,220.5083880677833
694,Customer 694,22,233.19266642988802
695,Customer 695,19,288.2337578954368
696,Customer 696,22,232.1655448594015
697,Customer 697,29,202.57684738190116
698,Customer 698,23,247.0879400602391
699,Customer 699,20,184.29403688580803
700,Customer 700,25,242.86646800093266
701,Customer 701,30,240.69489325740815
702,Customer 702,24,119.1887339501265
703,Customer 703,25,121.45606510713014
704,Customer 704,24,243.230404082471
705,Customer 705,19,298.8531612599309
706,Customer 706,26,103.29553659311145
707,Customer 707,25,277.584813470456
708,Customer 708,28,153.05936441085936
709,Customer 709,22,295.7673844700613
710,Customer 710,20,183.32668748804062
711,Customer 711,31,214.7333153771025
712,Customer 712,20,203.0742481901207
713,Customer 713,26,213.79261078839062
714,Customer 714,25,142.78197257029345
715,Customer 715,24,251.23981649074244
716,Customer 716,26,143.23293278850775
717,Customer 717,16,150.64979647483534
718,Customer 718,22,163.71076452122145
719,Customer 719,23,245.45106597965952
720,Customer 720,20,195.35302730177136
721,Customer 721,23,132.91083700627584
722,Customer 722,22,208.3377939437942
723,Customer 723,26,235.20218930322824
724,Customer 724,17,205.7945824669171
725,Customer 725,23,147.24782790585274
726,Customer 726,24,176.80972730233518
727,Customer 727,27,147.92300610310286
728,Customer 728,24,98.93538580909276
729,Customer 729,22,154.46367424830348
730,Customer 730,15,210.41860034274404
731,Customer 731,28,272.35307645828635
732,Customer 732,29,280.13452101524086
733,Customer 733,23,121.59328462898812
734,Customer 734,25,274.5129236065295
735,Customer 735,16,298.7716703537034
736,Customer 736,28,340.71380807112746
737,Customer 737,22,232.92250516753148
738,Customer 738,23,232.77430752333478
739,Customer 739,25,261.341356967922
740,Customer 740,28,217.5271768027233
741,Customer 741,25,227.99954780382254
742,Customer 742,31,206.14514183617942
743,Customer 743,16,170.95864964121563
744,Customer 744,25,174.16357193064428
745,Customer 745,24,244.48661506365693
746,Customer 746,25,191.50232150250707
747,Customer 747,22,159.28380867186553
748,Customer 748,20,161.0683094045784
749,Customer 749,24,202.880025222333
750,Customer 750,20,190.03687141184784
751,Customer 751,29,291.1812633245432
752,Customer 752,24,97.26093168097862
753,Customer 753,23,278.5983140285553
754,Customer 754,30,181.41142871816587
755,Customer 755,21,147.28996774012765
756,Customer 756,19,290.11311087988764
757,Customer 757,27,190.6692644934791
758,Customer 758,19,261.82417817056194
759,Customer 759,24,226.86946335949986
760,Customer 760,26,237.94375218019096
761,Customer 761,31,249.003115943418
762,Customer 762,30,109.83457707884203
763,Customer 763,24,224.10408492960957
764,Customer 764,27,189.27873050146817
765,Customer 765,24,134.07896001364506
766,Customer 766,19,171.97129160105902
767,Customer 767,23,172.18460297093137
768,Customer 768,17,275.9309838876962
769,Customer 769,18,185.44001848167622
770,Customer 770,29,166.3473082723848
771,Customer 771,17,190.79283510023944
772,Customer 772,18,168.4987314373138
773,Customer 773,23,205.69636669010902
774,Customer 774,15,242.30881955556674
775,Customer 775,27,275.2927900708698
776,Customer 776,21,221.29844295940006
777,Customer 777,23,167.7931994134972
